,Unnamed: 0,Academy_Name,Class_Names,Day_1,Day_2,Time_1,Time_2,Genre,Link,Place,Contact,NumOfClass,District,Img
65,65,Def_Dance,Girls HipHop Basics,Weekends,SAT.SUN,Night,pm 6:00 ~ 7:30,Girls-HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,¿µµîÆ÷Á¡ : ¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î47±æ 16,¡á CONTACT : (02)852-4933,2,Yeongdeungpo,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
66,66,Def_Dance,Girls K-pop Basics,Weekends,SAT.SUN,,pm 7:30 ~ 9:00,,https://www.defcompany.com/defdance/sub_dance_01_02.html,¿µµîÆ÷Á¡ : ¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î47±æ 16,¡á CONTACT : (02)852-4933,2,Yeongdeungpo,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
67,67,Def_Dance,HipHop Basics,WeekDay,MON.WED.FRI,Afternoon,pm 1:30 ~ 3:00,Hip-Hop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
68,68,Def_Dance,Girls HipHop Basics,WeekDay,MON.WED.FRI,Afternoon,pm 3:00 ~ 4:30,Girls-HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
69,69,Def_Dance,Girls K-pop Basics,WeekDay,MON.WED.FRI,Afternoon,pm 4:30 ~ 6:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
70,70,Def_Dance,HipHop Basics,WeekDay,MON.WED.FRI,Night,pm 6:00 ~ 7:30,Hip-Hop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
71,71,Def_Dance,Girls HipHop Basics,WeekDay,MON.WED.FRI,Night,pm 7:30 ~ 9:00,Girls-HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
72,72,Def_Dance,HipHop Basics,WeekDay,MON.WED.FRI,Night,pm 9:00 ~ 10:30,Hip-Hop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
73,73,Def_Dance,Professional Class ,WeekDay,TUE.THU,Afternoon,pm 1:30 ~ 3:00,Hip-Hop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
74,74,Def_Dance,Girls HipHop Basics,WeekDay,TUE.THU,Afternoon,pm 3:00 ~ 4:30,Girls-HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
75,75,Def_Dance,IDOL Class,WeekDay,TUE.THU,Afternoon,pm 4:30 ~ 6:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
76,76,Def_Dance,Professional Class ,WeekDay,TUE.THU,Night,pm 6:00 ~ 7:30,Hip-Hop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
77,77,Def_Dance,Girls HipHop Basics,WeekDay,TUE.THU,Night,pm 7:30 ~ 9:00,Girls-HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
78,78,Def_Dance,HipHop Basics,WeekDay,TUE.THU,Night,pm 9:00 ~ 10:30,Hip-Hop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
79,79,Def_Dance,IDOL Class,Weekends,SAT.SUN,Afternoon,pm 1:30 ~ 3:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
80,80,Def_Dance,Newest K-pop Basics,Weekends,SAT.SUN,Afternoon,pm 3:00 ~ 4:30,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
81,81,Def_Dance,HipHop Basics,Weekends,SAT.SUN,Afternoon,pm 4:30 ~ 6:00,HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
82,82,Def_Dance,Girls K-pop Basics,Weekends,SAT.SUN,Night,pm 6:00 ~ 7:30,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
83,83,Def_Dance,Girls HipHop Basics,Weekends,SAT.SUN,Night,pm 7:30 ~ 9:00,Girls-HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
84,84,Def_Dance, ,WeekDays,MON.WED.FRI,,pm 1:30 ~ 3:00,,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
85,85,Def_Dance,Girls K-pop Basics,WeekDays,MON.WED.FRI,Afternoon,pm 3:00 ~ 4:30,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
86,86,Def_Dance,Girls HipHop Basics,WeekDays,MON.WED.FRI,Afternoon,pm 4:30 ~ 6:00,Girls-HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
87,87,Def_Dance,IDOL BASIC CLASS,WeekDays,MON.WED.FRI,Night,pm 6:00 ~ 7:30,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
88,88,Def_Dance,Newest K-pop Basics,WeekDays,MON.WED.FRI,Night,pm 7:30 ~ 9:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
89,89,Def_Dance,Professional Class ,WeekDays,MON.WED.FRI,Night,pm 9:00 ~ 10:30,HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,3,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
90,90,Def_Dance, ,WeekDay,TUE.THU,,pm 1:30 ~ 3:00,,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
91,91,Def_Dance,Girls K-pop Basics,WeekDay,TUE.THU,Afternoon,pm 3:00 ~ 4:30,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
92,92,Def_Dance,IDOL BASIC CLASS,WeekDay,TUE.THU,Afternoon,pm 4:30 ~ 6:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
93,93,Def_Dance,B-BOY Basics,WeekDay,TUE.THU,Afternoon,pm 6:00 ~ 7:30,Breaking,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
94,94,Def_Dance,Girls K-pop Basics,WeekDay,TUE.THU,Night,pm 7:30 ~ 9:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
95,95,Def_Dance,Girls HipHop Basics,WeekDay,TUE.THU,Night,pm 9:00 ~ 10:30,Girls-HipHop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
96,96,Def_Dance,IDOL BASIC CLASS,Weekends,SAT.SUN ,Afternoon,pm 1:30 ~ 3:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
97,97,Def_Dance,IDOL BASIC CLASS,Weekends,SAT.SUN ,Afternoon,pm 3:00 ~ 4:30,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
98,98,Def_Dance,IDOL BASIC CLASS,Weekends,SAT.SUN ,Afternoon,pm 4:30 ~ 6:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
99,99,Def_Dance,Newest K-pop Basics,Weekends,SAT.SUN ,Night,pm 6:00 ~ 7:30,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
100,100,Def_Dance,Girls K-pop Basics,Weekends,SAT.SUN ,Night,pm 7:30 ~ 9:00,K-Pop,https://www.defcompany.com/defdance/sub_dance_01_02.html,³ë ¿ø Á¡ : ¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ »ó°è·Î55,¡á CONTACT : (02)952-2805 /952-2806 ,2,Nowon,https://www.defcompany.com/defdance/left_banner/def-menu-top2019.png
101,4,JustJerk,VIO KIM,Weekends,MON,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
102,5,JustJerk,BENGAL,Weekends,MON,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
103,6,JustJerk,YOONYOUNG,Weekends,MON,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
104,7,JustJerk,JINSTAR,Weekends,MON,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
105,8,JustJerk,YEHWAN KIM,Weekends,MON,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
106,9,JustJerk,DAZZLE,Weekends,MON,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
107,10,JustJerk,U-JIN(BEGINNER),Weekends,TUE,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
108,11,JustJerk,HULK,Weekends,TUE,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
109,12,JustJerk,GYUHONG,Weekends,TUE,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
110,13,JustJerk,BADA LEE,Weekends,TUE,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
111,14,JustJerk,MINSOO,Weekends,TUE,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
112,15,JustJerk,SIWON(BEGINNER),Weekends,WED,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
113,16,JustJerk,EUNKYUNG,Weekends,WED,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
114,17,JustJerk,JERK FAMILY(W),Weekends,WED,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
115,18,JustJerk,MOOREUP x NEMA,Weekends,WED,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
116,19,JustJerk,J HO(MASTER),Weekends,WED,Night,"							(¸¶½ºÅÍÅ¬·¡½º)21:00-22:20",,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
117,20,JustJerk,U-JIN,Weekends,THU,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
118,21,JustJerk,REDLIC,Weekends,THU,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
119,22,JustJerk,DOKYUN(TRAINING),Weekends,THU,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
120,23,JustJerk,CHESHIR,Weekends,THU,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
121,24,JustJerk,YOUNG-J x J HO,Weekends,THU,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
122,25,JustJerk,JIYOUNG,Weekends,FRI,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
123,26,JustJerk,ITSMIA,Weekends,FRI,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
124,27,JustJerk,VATA,Weekends,FRI,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
125,28,JustJerk,WELCHI,Weekends,FRI,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
126,29,JustJerk,S.ONExWOOTAExYELLOW D,Weekends,FRI,Night,ONExWOOTAExYELLOWD°­»ç´ÔÀÇÄÝ¶óº¸¼ö¾÷ÀÔ´Ï´Ù,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
127,30,JustJerk,SAEROM(BASIC),Weekends,SAT,Night,17:00-18:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
128,31,JustJerk,REDY,Weekends,SAT,Night,17:00-18:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
129,32,JustJerk,JONGGYU LEE,Weekends,SAT,Night,18:30-19:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
130,33,JustJerk,MINJUN,Weekends,SAT,Night,18:30-19:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
131,35,JustJerk,VIO KIM,Weekends,MON,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
132,36,JustJerk,BENGAL,Weekends,MON,Night,18:00-19:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
133,37,JustJerk,YOONYOUNG,Weekends,MON,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
134,38,JustJerk,JINSTAR,Weekends,MON,Night,19:30-20:50,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
135,39,JustJerk,YEHWAN KIM,Weekends,MON,Night,21:00-22:20,,http://jerkdemy.com/16,"MAPO-GU 395-135, SEOGYO-DONG, SEOUL, REPUBLIC OF KOREA",PHONE : +82 010 8770 6903 £ü E-MAIL : JERKDEMY@NAVER.COM,1,Mapo,https://cdn.imweb.me/thumbnail/20181212/5c10b7a6261db.png
